,OBJECTID,UNITID,SIGID,MAINSTREET,CROSSSTREE,OWNER2,ROUTE,MILEPOINT,DESCRIPTIO,TIMES,OWNER,TYPE,INTID,ATMSID,geometry
1019,1020,MPW004795,SIG004795,3RD,KENWOOD,M,,,3RD @ KENWOOD,24 HOURS,METRO,3,207276438758,,POINT (-85.77233894872087 38.16132774080696)
1020,1021,MPW016265,SIG016265,OLD HARRODS CREEK,WILLOW STONE,S,,,OLD HARRODS CREEK @ WILLOW STONE,24 HOURS,KYTC,3,58754754821,,POINT (-85.54349967811773 38.24921960865322)
1021,1022,MPW011594,SIG011594,FEGENBUSH,NORLYNN,S,KY-864,5.182,FEGENBUSH @ NORLYNN,24 HOURS,KYTC,3,94072163458,,POINT (-85.62773798331757 38.145037077214965)
1022,1023,MPW005976,SIG005976,FLOYD,JACOB,M,,,FLOYD @ JACOB,24 HOURS,METRO,3,162332254329,,POINT (-85.75056700061425 38.244766224302786)
1023,1024,MPW018025,SIG007657,BARDSTOWN,STEVENS,S,US 31E,14.5,BARDSTOWN @ STEVENS,24 HOURS,KYTC,2,151780384615,,POINT (-85.70672893089154 38.23131208054942)
1024,1025,MPW006600,SIG006600,OAK,SWAN,M,,,OAK @ SWAN,24 HOURS,METRO,3,135334718624,,POINT (-85.73729403343991 38.23292199090944)
1025,1026,MPW018039,SIG007038,BAXTER,HIGHLAND,S,US 31E,,BAXTER @ HIGHLAND,24 HOURS,KYTC,2,160260417292,,POINT (-85.72451561473287 38.24053133769625)
1026,1027,MPW005714,SIG005714,COURT,5TH,M,,,COURT @ 5TH,24 HOURS,METRO,3,167211301220,,POINT (-85.75854852591159 38.25471645343525)
1027,1028,MPW011794,SIG011794,U S HIGHWAY 42,WOODSTONE,S,US-42,8.25,U S HIGHWAY 42 @ WOODSTONE,24 HOURS,KYTC,3,40006712741,,POINT (-85.62722727420864 38.30842257250449)
1028,1029,MPW000125,SIG000125,GREENBELT,GLOBAL,S,KY-1934,3.908,GREENBELT @ GLOBAL,24 HOURS,KYTC,1,219748324989,,POINT (-85.887521162262 38.13956382769293)
1029,1030,MPW008994,SIG008994,INDIAN,JENNINGS,M,,,INDIAN @ JENNINGS,24 HOURS,METRO,3,208533149333,,POINT (-85.67667375693192 38.17836732520479)
1030,1031,MPW001910,SIG001910,BROADWAY,SHAWNEE PARK ENTRANCE,M,,,BROADWAY @ SHAWNEE PARK ENTRANCE,24 HOURS,METRO,3,173330702938,,POINT (-85.82930726642964 38.250613014288334)
1031,1032,MPW004166,SIG004166,BRECKINRIDGE,DIXIE,M,,,BRECKINRIDGE @ DIXIE,ACTUATED,METRO,4,131280658161,,POINT (-85.78365846309039 38.24506461198751)
1032,1033,MPW006104,SIG006104,FLOYD,ABRAHAM FLEXNER,M,,,FLOYD @ ABRAHAM FLEXNER,24 HOURS,METRO,3,164182254340,,POINT (-85.74904427545356 38.249113501862496)
1033,1034,MPW018027,SIG007657,BARDSTOWN,BONNYCASTLE,S,US 31E,,BARDSTOWN @ BONNYCASTLE,24 HOURS,KYTC,2,136260384060,,POINT (-85.70423801940993 38.230492808805316)
1034,1035,MPW000850,SIG000850,8TH,MUHAMMAD ALI,M,,,8TH @ MUHAMMAD ALI,24 HOURS,METRO,3,167401885701,,POINT (-85.76479628672331 38.251940889241524)
1035,1036,MPW018024,SIG007833,BARDSTOWN,ROANOKE,S,US 31E,,BARDSTOWN @ ROANOKE,24 HOURS,KYTC,2,172520384554,,POINT (-85.70013177411977 38.22785451478635)
1036,1037,MPW002868,SIG002868,ESTATE,GAGEL,M,,,ESTATE @ GAGEL,24 HOURS,METRO,3,204451966245,,POINT (-85.80525900118764 38.1727166590949)
1037,1038,MPW016448,SIG016448,EVERGREEN,WOODLAND,M,,,EVERGREEN @ WOODLAND,24 HOURS,METRO,3,48871990729,,POINT (-85.53641864847759 38.25943509589636)
1038,1039,MPW018038,SIG007038,BAXTER,MORTON,S,US 31E,15.738000000000001,BAXTER @ MORTON,24 HOURS,KYTC,2,160160417447,,POINT (-85.7253795580811 38.24167008312088)
1039,1040,MPW008395,SIG008395,BLUE LICK,FOREMAN,S,KY-1450,3.1,BLUE LICK @ FOREMAN,24 HOURS,KYTC,1,194730577226,,POINT (-85.68945079446372 38.129303538523324)
1040,1041,MPW018023,SIG007833,BARDSTOWN,SPEED,S,US 31E,,BARDSTOWN @ SPEED,24 HOURS,KYTC,2,172470384608,,POINT (-85.70110259286328 38.228480979890016)
1041,1042,MPW005643,SIG005643,CONGRESS,COURT,M,,,CONGRESS @ COURT,24 HOURS,METRO,3,167201257130,,POINT (-85.76021289382636 38.2548649003905)
1042,1043,MPW005533,SIG005533,MANSLICK,MITCHELL HILL,S,KY-2055,1.416,MANSLICK @ MITCHELL HILL,24 HOURS,KYTC,3,198874164441,,POINT (-85.7593652280428 38.1055498369004)
1043,1044,MPW007078,SIG007078,MAIN,MELLWOOD,S,US 42,0.459,MAIN @ MELLWOOD,24 HOURS,KYTC,3,155194138432,,POINT (-85.72397104015013 38.25412839810897)
1044,1045,MPW003092,SIG003092,HILL,28TH,M,,,HILL @ 28TH,24 HOURS,METRO,3,169822934657,,POINT (-85.80120122370631 38.23056379303306)
1045,1046,MPW018029,SIG007413,BARDSTOWN,EDGELAND,S,US 31E,,BARDSTOWN @ EDGELAND,24 HOURS,KYTC,2,160850384186,,POINT (-85.71160046782364 38.23325449910104)
1046,1047,MPW018020,SIG007988,BARDSTOWN,BOULEVARD NAPOLEON,S,US 31E,,BARDSTOWN @ BOULEVARD NAPOLEON,24 HOURS,KYTC,2,137970384061,,POINT (-85.6963214829521 38.22564332973678)
1047,1048,MPW002856,SIG002856,LOUIS COLEMAN JR,VERMONT,M,,,LOUIS COLEMAN JR @ VERMONT,24 HOURS,METRO,3,28216E9856851,,POINT (-85.80735018654953 38.25556172788265)
1048,1049,MPW007208,SIG007208,BROWNSBORO,STORY,S,US 42,0.83,BROWNSBORO @ STORY,24 HOURS,KYTC,3,165380724618,,POINT (-85.71956137392166 38.26046188986866)
1049,1050,MPW000550,SIG000550,CHESTNUT,JACKSON,S,KY 61,12.486,CHESTNUT @ JACKSON,24 HOURS,KYTC,3,164381113329,,POINT (-85.74503839864978 38.24839450867786)
1050,1051,MPW018019,SIG007988,ALFRESCO,BARDSTOWN,S,US 31E,,ALFRESCO @ BARDSTOWN,24 HOURS,KYTC,2,137690058038,,POINT (-85.69761992576291 38.22625708558583)
1051,1052,MPW018035,SIG007184,BARDSTOWN,CHEROKEE,S,US 31E,,BARDSTOWN @ CHEROKEE,24 HOURS,KYTC,2,160770384109,,POINT (-85.71447901022877 38.23484183382619)
1052,1053,MPW012614,SIG012614,HERR,WESTLYNNE,M,,,HERR @ WESTLYNNE,24 HOURS,METRO,3,43862901819,,POINT (-85.61230659009838 38.26881428818526)
1053,1054,MPW000288,SIG000288,JANNA,MARILEE,M,,,JANNA @ MARILEE,24 HOURS,METRO,3,225573315420,,POINT (-85.88536690377616 38.101338040838364)
1054,1055,MPW009477,SIG009477,RIVER,WATERGLEN,M,,,RIVER @ WATERGLEN,24 HOURS,METRO,3,245728199D93,,POINT (-85.66791394384555 38.298237299532936)
1055,1056,MPW018042,SIG006911,BAXTER,ROGERS,S,US 31E,16.185000000000002,BAXTER @ ROGERS,24 HOURS,KYTC,2,155660417558,,POINT (-85.72853537938572 38.245702460772456)
1056,1057,MPW006925,SIG006925,COOPER,LEXINGTON,M,,,COOPER @ LEXINGTON,24 HOURS,METRO,4,155391271383,,POINT (-85.72922841534293 38.24938350671142)
1057,1058,MPW018044,SIG006911,BAXTER,BRECKINRIDGE,S,US 31E,16.185000000000002,BAXTER @ BRECKINRIDGE,24 HOURS,KYTC,2,155750417065,,POINT (-85.7264535368426 38.24302503483838)
1058,1059,MPW018022,SIG007833,BARDSTOWN,DEER PARK,S,US 31E,14.174000000000001,BARDSTOWN @ DEER PARK,24 HOURS,KYTC,2,136840384155,,POINT (-85.70156585227443 38.2287833175023)
1059,1060,MPW018030,SIG007413,BARDSTOWN,EASTERN,S,US 31E,,BARDSTOWN @ EASTERN,24 HOURS,KYTC,2,151740384183,,POINT (-85.71001313177908 38.232379804744475)
1060,1061,MPW015000,SIG015000,BILLTOWN,MARY DELL,S,KY-1819,,BILLTOWN @ MARY DELL,24 HOURS,KYTC,3,89820188423,,POINT (-85.57028786862485 38.16762191756296)
1061,1062,MPW016651,SIG016651,ELLINGSWORTH,TUCKER STATION,M,,,ELLINGSWORTH @ TUCKER STATION,24 HOURS,METRO,3,8371912655,,POINT (-85.52971157746214 38.22921342965703)
1062,1063,MPW018032,SIG007184,BARDSTOWN,PATTERSON,S,US 31E,15.3,BARDSTOWN @ PATTERSON,24 HOURS,KYTC,2,160500384498,,POINT (-85.71927095610096 38.23747507156359)
1063,1064,MPW018033,SIG007184,BARDSTOWN,BEECHWOOD,S,US 31E,,BARDSTOWN @ BEECHWOOD,24 HOURS,KYTC,2,160590384046,,POINT (-85.7178496991632 38.23669621378665)
1064,1065,MPW018043,SIG006911,BAXTER,BROADWAY,S,US 31E,16.185000000000002,BAXTER @ BROADWAY,24 HOURS,KYTC,2,155730417070,,POINT (-85.7274264191204 38.24427601205019)
1065,1066,MPW001904,SIG001904,DEERING HEIGHTS,WOODRIDGE,S,,,DEERING HEIGHTS @ WOODRIDGE,24 HOURS,KYTC,3,230581550729,,POINT (-85.86471410012219 38.08765128479209)
1066,1067,MPW010426,SIG010426,FAIRFAX,SHELBYVILLE,S,US-60,3.8,FAIRFAX @ SHELBYVILLE,24 HOURS,KYTC,3,25742112594,,POINT (-85.65140487100669 38.25257140201914)
1067,1068,MPW018036,SIG007065,BARDSTOWN,BAXTER,S,US 31E,,BARDSTOWN @ BAXTER,24 HOURS,KYTC,2,160280384041,,POINT (-85.72375979227847 38.23994303070348)
1068,1069,MPW018040,SIG007038,BARDSTOWN,BAXTER,S,US 31E,,BARDSTOWN @ BAXTER,24 HOURS,KYTC,2,160280384041,,POINT (-85.72416781958661 38.240215358962324)
1069,1070,MPW018028,SIG007413,BARDSTOWN,MIDLAND,S,US 31E,14.897,BARDSTOWN @ MIDLAND,24 HOURS,KYTC,2,160800384437,,POINT (-85.71308096903769 38.23407035547767)
1070,1071,MPW002592,SIG002592,AMY,MUHAMMAD ALI,M,,,AMY @ MUHAMMAD ALI,24 HOURS,METRO,3,126720108701,,POINT (-85.81362945975972 38.25737679634552)
1071,1072,MPW007281,SIG007281,BROWNSBORO,MELLWOOD,S,US 42,0.9,BROWNSBORO @ MELLWOOD,24 HOURS,KYTC,3,165390724432,,POINT (-85.71808087377164 38.26029468191869)
1072,1073,MPW000824,SIG000824,GOLDEN RULE,4TH,M,,,GOLDEN RULE @ 4TH,24 HOURS,METRO,3,29323F3222305,,POINT (-85.75893834425557 38.242998247231704)
1073,1074,MPW004798,SIG004798,ORMSBY,12TH,S,,,ORMSBY @ 12TH,24 HOURS,KYTC,3,134654803656,,POINT (-85.77386126686321 38.23485502611479)
1074,1075,MPW015714,SIG015714,DORSEY,WATERLOO,S,,,DORSEY @ WATERLOO,24 HOURS,KYTC,3,242551660D81,,POINT (-85.5584171880988 38.25319575969479)
1075,1076,MPW003551,SIG003551,BERNHEIM,DIXIE,S,US 31,17.51,BERNHEIM @ DIXIE,24 HOURS,KYTC,3,139430504161,,POINT (-85.79325361384566 38.22142490656936)
1076,1077,MPW018031,SIG007413,BARDSTOWN,SHERWOOD,S,US 31E,,BARDSTOWN @ SHERWOOD,24 HOURS,KYTC,2,151760384596,,POINT (-85.70861740585292 38.23174075324499)
1077,1078,MPW011171,SIG011171,BRECKENRIDGE LN,DUTCHMANS LN,S,KY-1932,3.8,BRECKENRIDGE LN @ DUTCHMANS LN,24 HOURS,KYTC,1,53230656171,,POINT (-85.63846237444201 38.231998125664155)
1078,1079,MPW031109,SIG031109,DIXIE HWY,I 264 WEST RAMP,S,US-31W,14.96,DIXIE HWY @ I 264 WEST RAMP,24 HOURS,KYTC,1,180682894999,,POINT (-85.81151202391797 38.18729214391569)
1079,1080,MPW015523,SIG015523,TAYLORSVILLE RD,PLEASANT GLEN DR,S,KY-155,6.625,TAYLORSVILLE RD @ PLEASANT GLEN DR,24 HOURS,KYTC,1,81666394D18,,POINT (-85.51924521963898 38.187467784389106)
1080,1081,MPW031241,SIG031241,BARDSTOWN RD,BROAD RUN PKY,S,US-31E,0.787,BARDSTOWN RD @ BROAD RUN PKY,24 HOURS,KYTC,1,28937F247D258,,POINT (-85.55584103648764 38.08665029430605)
1081,1082,MPW031240,SIG031240,BARDSTOWN RD,THIXTON LN,S,US-31E,1.925,BARDSTOWN RD @ THIXTON LN,24 HOURS,KYTC,1,100890384646,,POINT (-85.56561974558646 38.100703722846355)
1082,1083,MPW005889,SIG005889,MARKET ST,S 2ND ST,S,US-31W,22.035,MARKET ST @ S 2ND ST,24 HOURS,KYTC,1,167624214587,,POINT (-85.75354170863176 38.25487756665291)
1083,1084,MPW0030842,SIG0030842,OLD HENRY RD,I 265 SB RAMP,S,KY-3084,1.038,OLD HENRY RD @ I 265 SB RAMP,24 HOUR,KYTC,1,7654756999,,POINT (-85.502956803901 38.269260364058354)
1084,1085,MPW018018,SIG018018,TAYLORSVILLE RD,OLD HEADY RD,S,KY-155,7.55,TAYLORSVILLE RD @ OLD HEADY RD,24HRS,KYTC,1,108314755639,,POINT (-85.53574851838735 38.18603487700703)
1085,1086,MPW014474,SIG014474,WESTPORT RD,ORMSBY LN,S,KY-1447,3.04,WESTPORT @ ORMSBY,24 HOUR,KYTC,1,433648057132,,POINT (-85.60866404375751 38.274294881801694)
1086,1087,MPW000001,SIG000001,BILLTOWN RD,I 265 RAMP,S,KY-1819,5.29,BILLTOWN RD @ I 265 RAMP,24 HOURS,KYTC,1,82280188999,,POINT (-85.54667142483272 38.1477681748832)
1087,1088,MPW000002,SIG000002,OLD HENRY RD,TERRA CROSSING BLVD,S,KY-3084,1.48,OLD HENRY @ TERRA CROSSING BLVD,24 HOURS,KYTC,1,2834756E294,,POINT (-85.49572184548359 38.27198244908323)
1088,1089,MPW000003,SIG000003,WESTPORT RD,I 265 RAMP,S,KY-1447,6.47,WESTPORT RD @ I 265 RAMP,24 HOURS,KYTC,1,69867132999,,POINT (-85.55104722211267 38.296854602015266)
1089,1090,MPW000004,SIG000004,BEULAH CHURCH RD,I 265 RAMP,S,KY-864,3.45,BEULAH CHURCH RD @ I 265 RAMP,24 HOURS,KYTC,1,97890518999,,POINT (-85.6145171731931 38.12580819451477)
1090,1091,MPW031242,SIG031242,ZORN AVE,I 71 RAMP,S,,,,,KYTC,1,121707553999,3506.0,POINT (-85.69794173892954 38.27573375688635)
